country,region,population,article_title,revision_id,article_quality
Angola,MIDDLE AFRICA,367000.0,Alexandre Sebastião André,1172178750,Stub
Angola,MIDDLE AFRICA,367000.0,Paulino Baptista,1242307496,Start
Angola,MIDDLE AFRICA,367000.0,Bernarda Gonçalves Martins,1210193481,Stub
Angola,MIDDLE AFRICA,367000.0,João Baptista Borges,1227794006,C
Angola,MIDDLE AFRICA,367000.0,Carolina Cerqueira,1241977204,C
Angola,MIDDLE AFRICA,367000.0,Arlete Chimbinda,1177486404,Start
Angola,MIDDLE AFRICA,367000.0,Kafundanga Chingunji,1191431794,Stub
Angola,MIDDLE AFRICA,367000.0,Jeremias Chitunda,1220287872,Start
Angola,MIDDLE AFRICA,367000.0,Abel Chivukuvuku,1165626565,Start
Angola,MIDDLE AFRICA,367000.0,Fiel Domingos Constantino,1217387083,Stub
Angola,MIDDLE AFRICA,367000.0,Adalberto Costa Júnior,1244123151,Stub
Angola,MIDDLE AFRICA,367000.0,Adjany Costa,1242000475,Start
Angola,MIDDLE AFRICA,367000.0,Álvaro Arnaldo Craveiro,1194150567,Stub
Angola,MIDDLE AFRICA,367000.0,Raul Danda,1158035855,Stub
Angola,MIDDLE AFRICA,367000.0,Diamantino Pedro Azevedo,1209522689,Stub
Angola,MIDDLE AFRICA,367000.0,Faustina Fernandes Inglês de Almeida Alves,1251032908,Stub
Angola,MIDDLE AFRICA,367000.0,Abraão Gourgel,1124441544,Stub
Angola,MIDDLE AFRICA,367000.0,Jofre Van-Dúnem Júnior,1242307432,Stub
Angola,MIDDLE AFRICA,367000.0,José Carvalho da Rocha,1242307441,Stub
Angola,MIDDLE AFRICA,367000.0,José Luis de Matos,1242307337,Stub
Angola,MIDDLE AFRICA,367000.0,Kambamba Kulaxingo,1093124425,Stub
Angola,MIDDLE AFRICA,367000.0,Jesus Faria Maiato,1209631313,Stub
Angola,MIDDLE AFRICA,367000.0,Manuel Neto da Costa,1209411144,Stub
Angola,MIDDLE AFRICA,367000.0,Manuel Tavares de Almeida,1209411217,Stub
Angola,MIDDLE AFRICA,367000.0,Marcos Alexandre Nhunga,1209413818,Stub
Angola,MIDDLE AFRICA,367000.0,Maria Cândida Pereira Teixeira,1218506469,Stub
Angola,MIDDLE AFRICA,367000.0,Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,1209513699,Stub
Angola,MIDDLE AFRICA,367000.0,David Mendes,1024544204,Stub
Angola,MIDDLE AFRICA,367000.0,Saíde Mingas,1251004422,GA
Angola,MIDDLE AFRICA,367000.0,Fernando Faustino Muteka,1241977176,Stub
Angola,MIDDLE AFRICA,367000.0,Pedro Mutinde,1209539718,Start
Angola,MIDDLE AFRICA,367000.0,José Ndele,1154991360,Stub
Angola,MIDDLE AFRICA,367000.0,Ana Paula Sacramento Neto,1227909121,Stub
Angola,MIDDLE AFRICA,367000.0,Daniel Ntongi-Nzinga,1187961349,Stub
Angola,MIDDLE AFRICA,367000.0,Paula Cristina Francisco Coelho,1209410923,Stub
Angola,MIDDLE AFRICA,367000.0,Pedro Pedalé,1115715527,Stub
Angola,MIDDLE AFRICA,367000.0,Elias Salupeto Pena,1220287990,Start
Angola,MIDDLE AFRICA,367000.0,Johnny Eduardo Pinnock,1242307359,Stub
Angola,MIDDLE AFRICA,367000.0,Santana André Pitra,1165626399,Stub
Angola,MIDDLE AFRICA,367000.0,Francisco Manuel Monteiro de Queiróz,1250824530,Stub
Angola,MIDDLE AFRICA,367000.0,José Aníbal Lopes Rocha,1242307479,Stub
Angola,MIDDLE AFRICA,367000.0,José da Rocha,1153488959,Stub
Angola,MIDDLE AFRICA,367000.0,Rosa Luís de Sousa Micolo,1246271741,Stub
Angola,MIDDLE AFRICA,367000.0,Luís Gomes Sambo,1242306989,Start
Angola,MIDDLE AFRICA,367000.0,Branca Manuel Espirito Santo,1142474441,Stub
Angola,MIDDLE AFRICA,367000.0,João Ernesto dos Santos,1226309621,Stub
Angola,MIDDLE AFRICA,367000.0,José Filomeno dos Santos,1228399791,C
Angola,MIDDLE AFRICA,367000.0,Jonas Savimbi,1246026420,GA
Angola,MIDDLE AFRICA,367000.0,Pinda Simão,1118804168,Stub
Angola,MIDDLE AFRICA,367000.0,Manuel Bernardo de Sousa,1233607984,Stub
Angola,MIDDLE AFRICA,367000.0,Augusto da Silva Tomás,1219179734,Stub
Angola,MIDDLE AFRICA,367000.0,José Jacinto Van-Dúnem,1242841039,C
Angola,MIDDLE AFRICA,367000.0,José Vieira Dias Van-Dúnem,1227004140,Stub
Angola,MIDDLE AFRICA,367000.0,Luzia Inglês Van-Dúnem,1240720719,Start
Angola,MIDDLE AFRICA,367000.0,Manuel Vicente,1250493481,C
Angola,MIDDLE AFRICA,367000.0,Mfulupinga Nlando Victor,1243272129,Start
Cameroon,MIDDLE AFRICA,281000.0,Marie Catherine Abena,1241219287,Start
Cameroon,MIDDLE AFRICA,281000.0,Haman Adama,1246435409,Stub
Cameroon,MIDDLE AFRICA,281000.0,Vincent de Paul Ahanda,1249317685,Stub
Cameroon,MIDDLE AFRICA,281000.0,Ahmadou Ahidjo,1250931149,FA
Cameroon,MIDDLE AFRICA,281000.0,Joseph Beti Assomo,1229939964,Start
Cameroon,MIDDLE AFRICA,281000.0,Charles Ateba Eyene,1234063279,Start
Cameroon,MIDDLE AFRICA,281000.0,Olivier Bilé,1243540290,Stub
Cameroon,MIDDLE AFRICA,281000.0,Dsamou Micheline,1223788177,Start
Cameroon,MIDDLE AFRICA,281000.0,Lawrence Fonka Shang,1041211681,Stub
Cameroon,MIDDLE AFRICA,281000.0,Victor Fotso,1102345166,Stub
Cameroon,MIDDLE AFRICA,281000.0,Séraphin Magloire Fouda,1009662257,Stub
Cameroon,MIDDLE AFRICA,281000.0,Lucy Gwanmesia,1221349803,Start
Cameroon,MIDDLE AFRICA,281000.0,Njomgang Isaac,1108440685,Start
Cameroon,MIDDLE AFRICA,281000.0,René Jam Afane,1231186334,Start
Cameroon,MIDDLE AFRICA,281000.0,Augustine Ngom Jua,1249031959,Start
Cameroon,MIDDLE AFRICA,281000.0,Paul Monyonge Kale,1214426931,Start
Cameroon,MIDDLE AFRICA,281000.0,Enanga Kebbi,1219533774,Start
Cameroon,MIDDLE AFRICA,281000.0,Pierre Kotouo,1177650482,Stub
Cameroon,MIDDLE AFRICA,281000.0,Laurentine Mbede,1240148045,Start
Cameroon,MIDDLE AFRICA,281000.0,Albert Mbida,1230583945,Stub
Cameroon,MIDDLE AFRICA,281000.0,Ibrahim Mbombo Njoya,1226331859,Start
Cameroon,MIDDLE AFRICA,281000.0,Clémentine Ananga Messina,1217696496,Start
Cameroon,MIDDLE AFRICA,281000.0,Ousmane Mey,1017007525,Start
Cameroon,MIDDLE AFRICA,281000.0,Victor Mukete,1250196607,Start
Cameroon,MIDDLE AFRICA,281000.0,Bernard Muna,1108720863,Start
Cameroon,MIDDLE AFRICA,281000.0,Jerôme Mvondo,1250160956,Stub
Cameroon,MIDDLE AFRICA,281000.0,Anne Marthe Mvoto,1225861548,Start
Cameroon,MIDDLE AFRICA,281000.0,Hermine Patricia Tomaïno Ndam Njoya,1240147077,C
Cameroon,MIDDLE AFRICA,281000.0,Pierre Ngayewang,1177650598,Stub
Cameroon,MIDDLE AFRICA,281000.0,John Ebong Ngole,1151361877,Stub
Cameroon,MIDDLE AFRICA,281000.0,Xavier Ngoubeyou,1251090687,Stub
Cameroon,MIDDLE AFRICA,281000.0,Victor Anomah Ngu,1152439979,Start
Cameroon,MIDDLE AFRICA,281000.0,Julienne Niat,1227015746,Start
Cameroon,MIDDLE AFRICA,281000.0,Dorothy L. Njeuma,1240137941,Start
Cameroon,MIDDLE AFRICA,281000.0,Bernard Njonga,1098278415,Stub
Cameroon,MIDDLE AFRICA,281000.0,Arouna N'Joya,1177650613,Stub
Cameroon,MIDDLE AFRICA,281000.0,Edouard Nomo-Ongolo,1146536611,Stub
Cameroon,MIDDLE AFRICA,281000.0,Antoine Ntsimi,1180554993,C
Cameroon,MIDDLE AFRICA,281000.0,Paul Pondi,1242817206,C
Cameroon,MIDDLE AFRICA,281000.0,Félix Sabal Lecco (politician),1148553193,C
Cameroon,MIDDLE AFRICA,281000.0,François Sengat-Kuo,1199699881,Stub
Cameroon,MIDDLE AFRICA,281000.0,Madeleine Tchuente,1225866384,Start
Cameroon,MIDDLE AFRICA,281000.0,Félix Tonye Mbog,1226983598,Start
Cameroon,MIDDLE AFRICA,281000.0,Kah Walla,1239668367,GA
Cameroon,MIDDLE AFRICA,281000.0,Zakiatou Djamo,1235834775,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Jean-Bédel Bokassa,1248397829,FA
Central African Republic,MIDDLE AFRICA,62000.0,Antoine Darlan,1217196175,C
Central African Republic,MIDDLE AFRICA,62000.0,Georges Darlan,1211998269,C
Central African Republic,MIDDLE AFRICA,62000.0,Catherine Denguiadé,1242454262,Start
Central African Republic,MIDDLE AFRICA,62000.0,Henri-Marie Dondra,1221994311,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Saif Durbar,1240973609,C
Central African Republic,MIDDLE AFRICA,62000.0,Gaston N'Guérékata,1239810898,C
Central African Republic,MIDDLE AFRICA,62000.0,Jean-Benoît Gonda,1159473113,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Hassan Al Habib,1140307699,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Rodolphe Iddi Lala,1242127344,C
Central African Republic,MIDDLE AFRICA,62000.0,Désiré Kolingba,1226461295,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Tchakpa M'brede,1246969392,Start
Central African Republic,MIDDLE AFRICA,62000.0,Karim Meckassoua,1224144854,Stub
Central African Republic,MIDDLE AFRICA,62000.0,Abakar Sabone,1251051521,C
Central African Republic,MIDDLE AFRICA,62000.0,Levy Yakete,1229277170,Stub
Chad,MIDDLE AFRICA,183000.0,Achta Ahmat Bremé,1243871975,Stub
Chad,MIDDLE AFRICA,183000.0,Kamougue Assoum,1195939436,Stub
Chad,MIDDLE AFRICA,183000.0,Christian Georges Diguimbaye,1227146224,Stub
Chad,MIDDLE AFRICA,183000.0,Firmin Djidingar,1191501257,Stub
Chad,MIDDLE AFRICA,183000.0,Roger Djikisna,1175430342,Stub
Chad,MIDDLE AFRICA,183000.0,Issa Doubragne,1236321102,Start
Chad,MIDDLE AFRICA,183000.0,Moussa Faki,1247480258,C
Chad,MIDDLE AFRICA,183000.0,Arabi El Goni,1185921742,Stub
Chad,MIDDLE AFRICA,183000.0,Isabelle Kassire,1246170190,Stub
Chad,MIDDLE AFRICA,183000.0,Oueddei Kichidemi,1162338564,Start
Chad,MIDDLE AFRICA,183000.0,Alphonse Kotiga,1108077983,Stub
Chad,MIDDLE AFRICA,183000.0,Baba Laddé,1207731827,C
Chad,MIDDLE AFRICA,183000.0,Nadji Madou,872461806,Stub
Chad,MIDDLE AFRICA,183000.0,Mahmoud Ali Seid,1231975933,Start
Chad,MIDDLE AFRICA,183000.0,Mariam Mahamat Nour,1179344861,Stub
Chad,MIDDLE AFRICA,183000.0,Laoukein Kourayo Médard,872513852,Stub
Chad,MIDDLE AFRICA,183000.0,Abbo Nassour,1144389013,C
Chad,MIDDLE AFRICA,183000.0,Tahir Hamid Nguilin,1085015143,Stub
Chad,MIDDLE AFRICA,183000.0,Quatre Sou Quatre,1193126229,Stub
Chad,MIDDLE AFRICA,183000.0,François Tombalbaye,1250337903,C
Chad,MIDDLE AFRICA,183000.0,Saadie Goukouni Weddeye,1235451008,Start
Congo,MIDDLE AFRICA,61000.0,Léon Angor,1242492711,Start
Congo,MIDDLE AFRICA,61000.0,Joseph Badiabio,1154376625,Start
Congo,MIDDLE AFRICA,61000.0,Frédéric Bintsamou,1248517558,Start
Congo,MIDDLE AFRICA,61000.0,Modeste Boukadia,1234167840,C
Congo,MIDDLE AFRICA,61000.0,Jean-Jacques Bouya,1246299510,C
Congo,MIDDLE AFRICA,61000.0,Fidèle Dimou,1135246225,Start
Congo,MIDDLE AFRICA,61000.0,Gabriel Entcha-Ebia,1246821116,Start
Congo,MIDDLE AFRICA,61000.0,Gabriel Valère Eteka Yemet,1146697785,Start
Congo,MIDDLE AFRICA,61000.0,Albert Fourvelle,826516065,Stub
Congo,MIDDLE AFRICA,61000.0,Pascal Gamassa,1223558585,C
Congo,MIDDLE AFRICA,61000.0,Pierre Goura,1177650425,Start
Congo,MIDDLE AFRICA,61000.0,Gustave Aba-Gandzion,1124446209,Stub
Congo,MIDDLE AFRICA,61000.0,Joseph Hondjuila Miokono,1146540238,Start
Congo,MIDDLE AFRICA,61000.0,Zely Pierre Inzoungou-Massanga,1141825144,Stub
Congo,MIDDLE AFRICA,61000.0,André Kerhervé,1152185896,Stub
Congo,MIDDLE AFRICA,61000.0,Pierre Mabiala,1146545045,C
Congo,MIDDLE AFRICA,61000.0,Paulin Makaya,1112682469,C
Congo,MIDDLE AFRICA,61000.0,Jean-Pierre Makouta-Mboukou,1156202898,C
Congo,MIDDLE AFRICA,61000.0,Jean Malonga,1177650547,Stub
Congo,MIDDLE AFRICA,61000.0,André Matsoua,1247163377,Start
Congo,MIDDLE AFRICA,61000.0,Ferdinand Mbahou,1227758610,Start
Congo,MIDDLE AFRICA,61000.0,Justin Mikolo-Kinzonzi,1146540347,Start
Congo,MIDDLE AFRICA,61000.0,Bonaventure Mizidy,976591922,Stub
Congo,MIDDLE AFRICA,61000.0,Émile Mokoko Wongolo,1221206415,Start
Congo,MIDDLE AFRICA,61000.0,Jean-Marie Mokoko,1209020061,C
Congo,MIDDLE AFRICA,61000.0,René-Dambert Ndouane,1146545877,C
Congo,MIDDLE AFRICA,61000.0,Jean-Dominique Okemba,1146539782,C
Congo,MIDDLE AFRICA,61000.0,Denis-Christel Sassou Nguesso,1235566637,C
Congo,MIDDLE AFRICA,61000.0,Arlette Soudan-Nonault,1221600122,Start
Congo,MIDDLE AFRICA,61000.0,Jean Félix Demba Telo,1106155664,Stub
Congo,MIDDLE AFRICA,61000.0,Abel Thauley-Ganga,1127419766,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Daniel Aselo,1161287091,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Jean-Claude Baende,1240112055,Start
Congo DR,MIDDLE AFRICA,1023000.0,Bertrand Bisimwa,1209006607,Start
Congo DR,MIDDLE AFRICA,1023000.0,Célestin Cibalonza Byaterana,1053664162,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Martin Parfait Aimé Coussoud-Mavoungou,1178358315,Start
Congo DR,MIDDLE AFRICA,1023000.0,Emmanuel Dungia,1246747483,C
Congo DR,MIDDLE AFRICA,1023000.0,Ferdinand Essandja,1176623737,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Floribert Anzuluni,1212136112,Start
Congo DR,MIDDLE AFRICA,1023000.0,Lugi Gizenga,1180021058,Start
Congo DR,MIDDLE AFRICA,1023000.0,Clovis Kabongo Malemba,1156020993,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Odilon Kafitwe wa pa Bowa,1063619600,Stub
Congo DR,MIDDLE AFRICA,1023000.0,François Nicéphore Kakese,1053664863,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Kalenga Riziki Lwango II,1175866265,Start
Congo DR,MIDDLE AFRICA,1023000.0,Jean Collins Musonda Kalusambo,1053665874,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Norman Kamosi,1158543582,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Oscar Kashala,1207022384,GA
Congo DR,MIDDLE AFRICA,1023000.0,Banyingela Kasonga,1112278142,Start
Congo DR,MIDDLE AFRICA,1023000.0,Tharcisse Kasongo Mwema Yamba-Yamba,1178367789,Start
Congo DR,MIDDLE AFRICA,1023000.0,Albert-Joseph Kasongo Wa Kapinga,1249521619,GA
Congo DR,MIDDLE AFRICA,1023000.0,Pierre Honoré Kazadi Lukonda Ngube-Ngube,1002487446,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Jacques Kazadi,1176430546,Start
Congo DR,MIDDLE AFRICA,1023000.0,Léon Kengo wa Dondo,1237115839,C
Congo DR,MIDDLE AFRICA,1023000.0,Robert Kidiaba,1248824563,Start
Congo DR,MIDDLE AFRICA,1023000.0,Seth Kikuni,1243865684,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Jean-Pierre Lola Kisanga,1249285899,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Delphin Kyubwa,1053664236,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Gabriel Kyungu,1211274287,Start
Congo DR,MIDDLE AFRICA,1023000.0,Eric Lenge,1244086359,Start
Congo DR,MIDDLE AFRICA,1023000.0,Faustin Luanga,1233422388,C
Congo DR,MIDDLE AFRICA,1023000.0,Guy-Patrice Lumumba,1147505613,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Sultani Makenga,1245170396,C
Congo DR,MIDDLE AFRICA,1023000.0,Angèle Makombo,1188621879,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Franck Mwe di Malila,1221364267,C
Congo DR,MIDDLE AFRICA,1023000.0,Anne Mbusu,1125303194,Start
Congo DR,MIDDLE AFRICA,1023000.0,Munga Mibindo,1058408130,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Emile Mota,1221204219,Start
Congo DR,MIDDLE AFRICA,1023000.0,Josué Alex Mukendi,1158533179,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Daniel Mukoko Samba,1230882624,Start
Congo DR,MIDDLE AFRICA,1023000.0,Paul-Joseph Mukungubila,1234382434,C
Congo DR,MIDDLE AFRICA,1023000.0,Medard Mulangala,1247424323,C
Congo DR,MIDDLE AFRICA,1023000.0,Didier Mumengi,1207925066,C
Congo DR,MIDDLE AFRICA,1023000.0,Kasongo Munganga,1221395785,C
Congo DR,MIDDLE AFRICA,1023000.0,Jean-Claude Kazembe Musonda,1249280194,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Jules Mutebutsi,1220065911,Start
Congo DR,MIDDLE AFRICA,1023000.0,Laurent Nkunda,1247976741,C
Congo DR,MIDDLE AFRICA,1023000.0,Muanda Nsemi,1244131957,Start
Congo DR,MIDDLE AFRICA,1023000.0,Victor Promontorio,1087110784,Start
Congo DR,MIDDLE AFRICA,1023000.0,Jean-Marie Runiga,1194658548,Start
Congo DR,MIDDLE AFRICA,1023000.0,Alain Daniel Shekomba,1169619132,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Koloso Sumaili,1053666295,Stub
Congo DR,MIDDLE AFRICA,1023000.0,Noël K. Tshiani Muadiamvita,1226227200,C
Congo DR,MIDDLE AFRICA,1023000.0,Emery Wafwana,1092371503,Start
Congo DR,MIDDLE AFRICA,1023000.0,Yolande Ebongo Osongo,1226028337,Stub
Equatorial Guinea,MIDDLE AFRICA,17000.0,Felipe Hinestrosa Ikaka,1243089428,Stub
Equatorial Guinea,MIDDLE AFRICA,17000.0,Manuel Osa Nsue Nsua,1251043345,C
Gabon,MIDDLE AFRICA,24000.0,Mathurin Anghiley,1177650175,Stub
Gabon,MIDDLE AFRICA,24000.0,Anguilè Ré-Dowé,1242381206,Start
Gabon,MIDDLE AFRICA,24000.0,Jean-Hilaire Aubame,1239996953,GA
Gabon,MIDDLE AFRICA,24000.0,Ida Reteno Assonouet,1152970577,Stub
Gabon,MIDDLE AFRICA,24000.0,Lee White (conservationist),1186832805,Stub
Botswana,SOUTHERN AFRICA,27000.0,Philip Matante,1246418220,C
Botswana,SOUTHERN AFRICA,27000.0,Leetile Disang Raditladi,1178476996,C
Botswana,SOUTHERN AFRICA,27000.0,Patrick van Rensburg,1247394394,C
Lesotho,SOUTHERN AFRICA,23000.0,Tsepo Mzonethi,1240673245,Stub
Lesotho,SOUTHERN AFRICA,23000.0,Maphoka Motoboli,1135268318,Stub
Lesotho,SOUTHERN AFRICA,23000.0,Keketso Rantso,1149446685,Stub
Lesotho,SOUTHERN AFRICA,23000.0,Tlohang Sekhamane,1212087531,Stub
Lesotho,SOUTHERN AFRICA,23000.0,Lebohang Thotanyane,1248236469,Stub
Namibia,SOUTHERN AFRICA,26000.0,Ben Africa,1222863168,Start
Namibia,SOUTHERN AFRICA,26000.0,Hendrina Afrikaner,1154144271,Stub
Namibia,SOUTHERN AFRICA,26000.0,Jager Afrikaner,1229945721,Start
Namibia,SOUTHERN AFRICA,26000.0,Klaas Afrikaner,1246430439,Stub
Namibia,SOUTHERN AFRICA,26000.0,Duminga Ndala,1217984989,Start
Namibia,SOUTHERN AFRICA,26000.0,Esme Sophia Isaack,1237419382,Start
Namibia,SOUTHERN AFRICA,26000.0,Dap Izaaks,1194709273,Stub
Namibia,SOUTHERN AFRICA,26000.0,Gottlob Mbaukua,1214738217,Stub
Namibia,SOUTHERN AFRICA,26000.0,John McNab,1209744541,Start
Namibia,SOUTHERN AFRICA,26000.0,Maxie Minnaar,1105191855,Start
Namibia,SOUTHERN AFRICA,26000.0,Nehale Mpingana,1171515390,Start
Namibia,SOUTHERN AFRICA,26000.0,Manasse ǃNoreseb,1015106908,C
Namibia,SOUTHERN AFRICA,26000.0,Abner Nuule,1188297660,Stub
Namibia,SOUTHERN AFRICA,26000.0,Anna Shiweda,1234683725,Start
Namibia,SOUTHERN AFRICA,26000.0,Thimoteus Tjamuaha,1214738431,Stub
Namibia,SOUTHERN AFRICA,26000.0,Erastus Tjejamba,1214738394,Stub
Namibia,SOUTHERN AFRICA,26000.0,Cornelius van Wyk,1077993801,Stub
Namibia,SOUTHERN AFRICA,26000.0,Eben van Zijl,1203276921,Start
South Africa,SOUTHERN AFRICA,607000.0,Dulton Adams,1159756311,Stub
South Africa,SOUTHERN AFRICA,607000.0,Bongani Baloyi,1244353459,C
South Africa,SOUTHERN AFRICA,607000.0,Japie Basson,1216786719,Start
South Africa,SOUTHERN AFRICA,607000.0,Christiaan Frederik Beyers,1246853229,GA
South Africa,SOUTHERN AFRICA,607000.0,Bongani Bongo,1241954393,C
South Africa,SOUTHERN AFRICA,607000.0,Shaun Byneveldt,1226295703,Stub
South Africa,SOUTHERN AFRICA,607000.0,Marshall Campbell,1245674826,Start
South Africa,SOUTHERN AFRICA,607000.0,Badih Chaaban,1227519178,Start
South Africa,SOUTHERN AFRICA,607000.0,Geoffrey Cronjé,1243421353,Stub
South Africa,SOUTHERN AFRICA,607000.0,Rowan Cronjé,1248935419,C
South Africa,SOUTHERN AFRICA,607000.0,David Dichaba,1174702820,Stub
South Africa,SOUTHERN AFRICA,607000.0,Cathy Dlamini,1235566176,Start
South Africa,SOUTHERN AFRICA,607000.0,Nhlanhla Lux,1210051518,Stub
South Africa,SOUTHERN AFRICA,607000.0,Stephanus Jacobus du Toit,1250244949,GA
South Africa,SOUTHERN AFRICA,607000.0,Elijah Mdolomba,1157964376,Stub
South Africa,SOUTHERN AFRICA,607000.0,Jennifer Ferguson,1217966345,Start
South Africa,SOUTHERN AFRICA,607000.0,Frederick Smith (South African politician),1236955193,Stub
South Africa,SOUTHERN AFRICA,607000.0,Benjamin Greenacre,1246187242,Stub
South Africa,SOUTHERN AFRICA,607000.0,Owen Horwood,1219703595,Start
South Africa,SOUTHERN AFRICA,607000.0,Danie Hough,1139511588,Stub
South Africa,SOUTHERN AFRICA,607000.0,Henry Charles Hull,1249976624,B
South Africa,SOUTHERN AFRICA,607000.0,Davidson Don Tengo Jabavu,1186373019,Start
South Africa,SOUTHERN AFRICA,607000.0,John William Jagger,1164884865,Start
South Africa,SOUTHERN AFRICA,607000.0,Christina Jasson,1247391424,Start
South Africa,SOUTHERN AFRICA,607000.0,Makhosi Khoza,1247585467,C
South Africa,SOUTHERN AFRICA,607000.0,Joel Krige,1228754883,Stub
South Africa,SOUTHERN AFRICA,607000.0,Johannes Christoffel Krogh,1184919356,Start
South Africa,SOUTHERN AFRICA,607000.0,Dawid Kruiper,1249791603,Start
South Africa,SOUTHERN AFRICA,607000.0,Cornelis Jacobus Langenhoven,1244010267,C
South Africa,SOUTHERN AFRICA,607000.0,Louis le Grange,1236638243,Start
South Africa,SOUTHERN AFRICA,607000.0,Maruping Lekwene,1233190748,Start
South Africa,SOUTHERN AFRICA,607000.0,Lindiwe Mabuza,1242817853,C
South Africa,SOUTHERN AFRICA,607000.0,Elizabeth Mafekeng,1247393179,C
South Africa,SOUTHERN AFRICA,607000.0,Mmusi Maimane,1241103024,GA
South Africa,SOUTHERN AFRICA,607000.0,Geoff Makhubo,1225679410,Start
South Africa,SOUTHERN AFRICA,607000.0,Mabel Malherbe,1246187297,Start
South Africa,SOUTHERN AFRICA,607000.0,Neo Maneng,1233538182,Stub
South Africa,SOUTHERN AFRICA,607000.0,Themba Maseko,1246257695,C
South Africa,SOUTHERN AFRICA,607000.0,Bandile Masuku,1209123522,C
South Africa,SOUTHERN AFRICA,607000.0,Qaqambile Matanzima,1244192469,C
South Africa,SOUTHERN AFRICA,607000.0,Khayelihle Mathaba,1084880305,Stub
South Africa,SOUTHERN AFRICA,607000.0,Thabo Mbeki,1249110529,GA
South Africa,SOUTHERN AFRICA,607000.0,Graham McIntosh,1229441400,C
South Africa,SOUTHERN AFRICA,607000.0,Ntombi Mekgwe,1229205346,GA
South Africa,SOUTHERN AFRICA,607000.0,Jan Meyer,1236955214,B
South Africa,SOUTHERN AFRICA,607000.0,Clarence Mini,1247395705,C
South Africa,SOUTHERN AFRICA,607000.0,David Mkhwanazi,1247715431,C
South Africa,SOUTHERN AFRICA,607000.0,Wilton Mkwayi,1247400130,C
South Africa,SOUTHERN AFRICA,607000.0,Zwakele Mncwango,1244193047,C
South Africa,SOUTHERN AFRICA,607000.0,Khethiwe Moeketsi,1241959402,Start
South Africa,SOUTHERN AFRICA,607000.0,Silas Molema,1087407617,Start
South Africa,SOUTHERN AFRICA,607000.0,John Moodey,1229524202,C
South Africa,SOUTHERN AFRICA,607000.0,Frederick Moor,1161587837,Start
South Africa,SOUTHERN AFRICA,607000.0,Viola Motsumi,1233386142,Start
South Africa,SOUTHERN AFRICA,607000.0,Dali Mpofu,1244979306,B
South Africa,SOUTHERN AFRICA,607000.0,Mpumi Mpofu,1217400914,Stub
South Africa,SOUTHERN AFRICA,607000.0,Bongani Msomi,1168741905,Stub
South Africa,SOUTHERN AFRICA,607000.0,Sankie Mthembi-Mahanyele,1247392190,C
South Africa,SOUTHERN AFRICA,607000.0,Jay Naidoo,1250478359,C
South Africa,SOUTHERN AFRICA,607000.0,Prema Naidoo,1247392973,Start
South Africa,SOUTHERN AFRICA,607000.0,Sister Bernard Ncube,1247392980,C
South Africa,SOUTHERN AFRICA,607000.0,Mandla Nkomfe,1146001817,C
South Africa,SOUTHERN AFRICA,607000.0,Sibongile Nkomo,1158222491,Stub
South Africa,SOUTHERN AFRICA,607000.0,Thami Ntuli,1247658777,Start
South Africa,SOUTHERN AFRICA,607000.0,Stafford Parker,1228912274,Start
South Africa,SOUTHERN AFRICA,607000.0,Penny Penny,1242734407,Start
South Africa,SOUTHERN AFRICA,607000.0,Rebecca Phaladi-Digamela,1135223262,Start
South Africa,SOUTHERN AFRICA,607000.0,Pieter Gysbert Noodt,975860917,Stub
South Africa,SOUTHERN AFRICA,607000.0,Amichand Rajbansi,1246417697,C
South Africa,SOUTHERN AFRICA,607000.0,JN Reddy (politician),1244194513,GA
South Africa,SOUTHERN AFRICA,607000.0,Zamani Saul,1212693522,Start
South Africa,SOUTHERN AFRICA,607000.0,Helen Sauls-August,1244192570,Stub
South Africa,SOUTHERN AFRICA,607000.0,Charles Saunders (colonial administrator),1247585508,Start
South Africa,SOUTHERN AFRICA,607000.0,Floyd Shivambu,1246002695,GA
South Africa,SOUTHERN AFRICA,607000.0,Archie Sibeko,1182859312,C
South Africa,SOUTHERN AFRICA,607000.0,Letitia Sibeko,1247394828,Start
